assombrir		.+er$
préconcevoir		.+er$
gémir		.+er$
bénir		.+er$
asservir		.+er$
bannir		.+er$
matir		.+er$
abolir		.+er$
amortir		.+er$
assujettir		.+er$
enhardir		.+er$
désinvestir		.+er$
pâlir		.+er$
moisir		.+er$
anéantir		.+er$
jaunir		.+er$
radoucir		.+er$
catir		.+er$
rouvrir		.+er$
raidir		.+er$
éclaircir		.+er$
bourrir		.+er$
devenir		.+er$
réouvrir		.+er$
gaudir		.+er$
mondiovoir		.+er$
souffrir		.+er$
renchérir		.+er$
assoupir		.+er$
attenir		.+er$
ressurgir		.+er$
cotir		.+er$
rassir		.+er$
revernir		.+er$
provoir		.+er$
dormir		.+er$
enraidir		.+er$
remplir		.+er$
rancir		.+er$
affaiblir		.+er$
cramoisir		.+er$
surenchérir		.+er$
farcir		.+er$
aveulir		.+er$
jouir		.+er$
issir		.+er$
rugir		.+er$
disconvenir		.+er$
fraîchir		.+er$
abougrir		.+er$
querir		.+er$
venir		.+er$
frémir		.+er$
surinvestir		.+er$
concourir		.+er$
subvenir		.+er$
prévoir		.+er$
fuir		.+er$
vrombir		.+er$
travestir		.+er$
affermir		.+er$
louchir		.+er$
voir		.+er$
esbaudir		.+er$
bondir		.+er$
élargir		.+er$
rosir		.+er$
assourdir		.+er$
dévêtir		.+er$
florir		.+er$
rassortir		.+er$
réassortir		.+er$
reconvertir		.+er$
démolir		.+er$
dégauchir		.+er$
faillir		.+er$
revêtir		.+er$
blettir		.+er$
déraidir		.+er$
blétir		.+er$
assagir		.+er$
crépir		.+er$
pâtir		.+er$
advenir		.+er$
vieillir		.+er$
entrouvrir		.+er$
recueillir		.+er$
endormir		.+er$
accroupir		.+er$
doucir		.+er$
desservir		.+er$
défleurir		.+er$
emboutir		.+er$
néantir		.+er$
choisir		.+er$
brunir		.+er$
rafraîchir		.+er$
répartir		.+er$
raffermir		.+er$
aigrir		.+er$
investir		.+er$
enchérir		.+er$
repétrir		.+er$
refuir		.+er$
racornir		.+er$
allotir		.+er$
