épateur		.+ateur$
conjectateur		.+ateur$
instigateur		.+ateur$
purificateur		.+ateur$
énonciateur		.+ateur$
connotateur		.+ateur$
conformateur		.+ateur$
irrigateur		.+ateur$
limitateur		.+ateur$
scrutateur		.+ateur$
animateur		.+ateur$
excitateur		.+ateur$
libérateur		.+ateur$
inséminateur		.+ateur$
actualisateur		.+ateur$
surrégénérateur		.+ateur$
télémanipulateur		.+ateur$
nomenclateur		.+ateur$
émancipateur		.+ateur$
rétrogradateur		.+ateur$
révélateur		.+ateur$
réhabilitateur		.+ateur$
évaluateur		.+ateur$
pronateur		.+ateur$
communicateur		.+ateur$
dictateur		.+ateur$
scintillateur		.+ateur$
dissimulateur		.+ateur$
observateur		.+ateur$
médiateur		.+ateur$
pasteurisateur		.+ateur$
saltateur		.+ateur$
vociférateur		.+ateur$
collaborateur		.+ateur$
vulgarisateur		.+ateur$
prononciateur		.+ateur$
tentateur		.+ateur$
certificateur		.+ateur$
contemplateur		.+ateur$
respirateur		.+ateur$
justificateur		.+ateur$
spoliateur		.+ateur$
disséminateur		.+ateur$
élévateur		.+ateur$
manipulateur		.+ateur$
estimateur		.+ateur$
inaugurateur		.+ateur$
notateur		.+ateur$
perforateur		.+ateur$
défibrateur		.+ateur$
illustrateur		.+ateur$
méditateur		.+ateur$
convocateur		.+ateur$
coopérateur		.+ateur$
déflegmateur		.+ateur$
judicateur		.+ateur$
confiscateur		.+ateur$
régulateur		.+ateur$
déflorateur		.+ateur$
improvisateur		.+ateur$
déplorateur		.+ateur$
approbateur		.+ateur$
organisateur		.+ateur$
contaminateur		.+ateur$
vocalisateur		.+ateur$
modalisateur		.+ateur$
triomphateur		.+ateur$
concentrateur		.+ateur$
évangélisateur		.+ateur$
commutateur		.+ateur$
congélateur		.+ateur$
fabricateur		.+ateur$
figurateur		.+ateur$
intégrateur		.+ateur$
obscurateur		.+ateur$
déchristianisateur		.+ateur$
usurpateur		.+ateur$
confirmateur		.+ateur$
vulcanisateur		.+ateur$
publicateur		.+ateur$
préservateur		.+ateur$
affermateur		.+ateur$
allégateur		.+ateur$
improbateur		.+ateur$
applicateur		.+ateur$
affirmateur		.+ateur$
isolateur		.+ateur$
promulgateur		.+ateur$
quantificateur		.+ateur$
désapprobateur		.+ateur$
contestateur		.+ateur$
tourmentateur		.+ateur$
mensurateur		.+ateur$
donateur		.+ateur$
sectateur		.+ateur$
rééducateur		.+ateur$
filateur		.+ateur$
déclamateur		.+ateur$
conjurateur		.+ateur$
fomentateur		.+ateur$
sacrificateur		.+ateur$
neutralisateur		.+ateur$
mutilateur		.+ateur$
murmurateur		.+ateur$
exportateur		.+ateur$
réfutateur		.+ateur$
décentralisateur		.+ateur$
percolateur		.+ateur$
humidificateur		.+ateur$
acclimateur		.+ateur$
macérateur		.+ateur$
aliénateur		.+ateur$
dégustateur		.+ateur$
divulgateur		.+ateur$
implantateur		.+ateur$
modérateur		.+ateur$
oblateur		.+ateur$
activateur		.+ateur$
évaporateur		.+ateur$
normalisateur		.+ateur$
réfrigérateur		.+ateur$
qualificateur		.+ateur$
stimulateur		.+ateur$
amplificateur		.+ateur$
fornicateur		.+ateur$
annihilateur		.+ateur$
évocateur		.+ateur$
