soutenir		.+ir$
réfléchir		.+ir$
fleurir		.+ir$
approfondir		.+ir$
défaillir		.+ir$
atterrir		.+ir$
polir		.+ir$
vernir		.+ir$
défléchir		.+ir$
amoindrir		.+ir$
désassortir		.+ir$
renforcir		.+ir$
brandir		.+ir$
percevoir		.+ir$
requérir		.+ir$
hennir		.+ir$
fourbir		.+ir$
entr'ouvrir		.+ir$
abstenir		.+ir$
épaissir		.+ir$
candir		.+ir$
intervertir		.+ir$
rajeunir		.+ir$
régir		.+ir$
offrir		.+ir$
mentir		.+ir$
redéfinir		.+ir$
assombrir		.+ir$
préconcevoir		.+ir$
gémir		.+ir$
bénir		.+ir$
asservir		.+ir$
bannir		.+ir$
matir		.+ir$
abolir		.+ir$
amortir		.+ir$
assujettir		.+ir$
enhardir		.+ir$
désinvestir		.+ir$
pâlir		.+ir$
moisir		.+ir$
anéantir		.+ir$
jaunir		.+ir$
radoucir		.+ir$
catir		.+ir$
rouvrir		.+ir$
raidir		.+ir$
éclaircir		.+ir$
bourrir		.+ir$
devenir		.+ir$
réouvrir		.+ir$
gaudir		.+ir$
mondiovoir		.+ir$
souffrir		.+ir$
renchérir		.+ir$
assoupir		.+ir$
attenir		.+ir$
ressurgir		.+ir$
cotir		.+ir$
rassir		.+ir$
revernir		.+ir$
provoir		.+ir$
dormir		.+ir$
enraidir		.+ir$
remplir		.+ir$
rancir		.+ir$
affaiblir		.+ir$
cramoisir		.+ir$
surenchérir		.+ir$
farcir		.+ir$
aveulir		.+ir$
jouir		.+ir$
issir		.+ir$
rugir		.+ir$
disconvenir		.+ir$
fraîchir		.+ir$
abougrir		.+ir$
querir		.+ir$
venir		.+ir$
frémir		.+ir$
surinvestir		.+ir$
concourir		.+ir$
subvenir		.+ir$
prévoir		.+ir$
fuir		.+ir$
vrombir		.+ir$
travestir		.+ir$
affermir		.+ir$
louchir		.+ir$
voir		.+ir$
esbaudir		.+ir$
bondir		.+ir$
élargir		.+ir$
rosir		.+ir$
assourdir		.+ir$
dévêtir		.+ir$
florir		.+ir$
rassortir		.+ir$
réassortir		.+ir$
reconvertir		.+ir$
démolir		.+ir$
dégauchir		.+ir$
faillir		.+ir$
revêtir		.+ir$
blettir		.+ir$
déraidir		.+ir$
blétir		.+ir$
assagir		.+ir$
crépir		.+ir$
pâtir		.+ir$
advenir		.+ir$
vieillir		.+ir$
entrouvrir		.+ir$
recueillir		.+ir$
endormir		.+ir$
accroupir		.+ir$
doucir		.+ir$
desservir		.+ir$
défleurir		.+ir$
emboutir		.+ir$
néantir		.+ir$
choisir		.+ir$
brunir		.+ir$
rafraîchir		.+ir$
répartir		.+ir$
raffermir		.+ir$
aigrir		.+ir$
investir		.+ir$
enchérir		.+ir$
repétrir		.+ir$
refuir		.+ir$
racornir		.+ir$
allotir		.+ir$
unir		.+ir$
étrécir		.+ir$
garantir		.+ir$
impartir		.+ir$
aplanir		.+ir$
alentir		.+ir$
dessertir		.+ir$
assouplir		.+ir$
émouvoir		.+ir$
garnir		.+ir$
endurcir		.+ir$
entretenir		.+ir$
introvertir		.+ir$
décatir		.+ir$
conquérir		.+ir$
consentir		.+ir$
grossir		.+ir$
recouvrir		.+ir$
abêtir		.+ir$
aguerrir		.+ir$
réunir		.+ir$
souvenir		.+ir$
grandir		.+ir$
assentir		.+ir$
obscurcir		.+ir$
autopunir		.+ir$
mollir		.+ir$
resplendir		.+ir$
sancir		.+ir$
enrichir		.+ir$
ralentir		.+ir$
